loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,bad_loans,emp_length_num,grade_num,sub_grade_num,delinq_2yrs_zero,payment_inc_ratio
6500,6500,6500,11.99,215.87,55000,9.91,0,0,5,6976.47,6976.47,6500,476.47,0,0,0,5465.44,0,8,5,0.6,1,4.70989
5000,5000,5000,11.99,166.05,71000,21.87,0,1,15,5192.83,5192.83,5000,192.83,0,0,0,4694.68,0,11,5,0.6,1,2.80648
10000,10000,10000,24.99,293.46,52000,24.86,0,2,12,2454.22,2454.22,538.39,1900.83,15,0,0,293.46,1,3,1,0.8,1,6.77215
20000,20000,20000,8.9,635.07,120000,14.91,0,1,12,20961.6,20961.6,20000,961.58,0,0,0,17151.2,0,4,6,1,1,6.3507
6000,6000,6000,13.98,205.01,63000,8.95,0,0,7,6625.8,6625.8,6000,625.8,0,0,0,4781.07,0,11,4,0.2,1,3.90495
13250,13250,13250,16.24,323.91,30000,7.56,0,0,9,13429.8,13429.8,13250,179.8,0,0,0,13431.4,0,11,4,1,1,12.9564
20000,20000,20000,10.99,654.68,100000,9.19,1,0,8,21968.4,21968.4,20000,1968.44,0,0,0,14767,0,2,5,0.4,0,7.85616
4800,4800,4800,10.99,157.13,65000,16.43,0,0,4,5157.38,5157.38,4800,357.38,0,0,0,3900.85,0,9,5,0.4,1,2.90086
11750,11750,11750,16.24,414.49,67000,6.47,0,1,5,12651.3,12651.3,11750,901.29,0,0,0,10578.8,0,4,4,1,1,7.4237
15850,15850,15850,16.99,565.02,40000,11.19,0,0,9,16191,16191,15850,340.95,0,0,0,385.53,0,1,3,0.2,1,16.9506
18000,18000,18000,13.53,611.1,95000,5.44,0,0,10,20114,20114,18000,2114.05,0,0,0,14005.9,0,5,5,1,1,7.71916
14500,14500,14450,13.98,337.24,77000,28.9,0,0,27,15483.4,15430,14500,983.41,0,0,0,13797.7,0,11,4,0.2,1,5.25569
25000,25000,25000,11.99,830.24,74000,20.4,0,0,9,26410.5,26410.5,25000,1410.55,0,0,0,22259.5,0,5,5,0.6,1,13.4634
9350,9350,9300,15.61,326.93,50307,19.82,1,0,14,9590.56,9539.27,9350,240.56,0,0,0,9263.71,0,11,4,0.8,0,7.79844
7650,7650,7650,17.57,274.92,120000,9.44,0,2,10,8568.77,8568.77,7650,918.77,0,0,0,6370.5,0,3,3,0.4,1,2.7492
25000,25000,24950,24.99,733.64,70000,18.96,0,0,17,25915.1,25863.3,25000,915.14,0,0,0,1513.3,0,8,1,0.8,1,12.5767
14000,14000,14000,14.47,481.69,75000,11.86,0,1,9,15866.9,15866.9,14000,1866.86,0,0,0,10568.3,0,3,4,0.4,1,7.70704
25000,25000,25000,12.85,840.55,91000,24.29,0,1,12,26512.9,26512.9,25000,1512.92,0,0,0,22310.2,0,11,5,0.8,1,11.0842
35000,35000,34950,18.25,893.54,80000,9.24,1,0,12,35532.6,35481.8,35000,532.59,0,0,0,35532.6,0,4,3,0.6,0,13.4031
6000,6000,6000,12.85,201.74,34000,14.56,0,2,14,6064.25,6064.25,6000,64.25,0,0,0,6064.25,0,1,5,0.8,1,7.12024
25000,25000,25000,19.22,919.19,80000,8.57,0,0,12,28934.5,28934.5,25000,3934.48,0,0,0,10.67,0,10,3,0.8,1,13.7879
13000,13000,13000,11.99,431.73,42000,21.89,0,1,13,14159.5,14159.5,13000,1159.52,0,0,0,10274,0,3,5,0.6,1,12.3351
8000,8000,8000,8.9,254.03,29000,24.46,0,2,15,2012.2,2012.2,787.49,228.63,0,996.08,9.9608,254.03,1,11,6,1,1,10.5116
15000,15000,15000,9.67,481.69,55000,25.97,0,0,14,3853.52,3853.52,2969.26,884.26,0,0,0,481.69,1,8,5,0.2,1,10.5096
5000,5000,5000,7.9,156.46,35000,15.56,0,2,9,5363.61,5363.61,5000,363.61,0,0,0,3486.32,0,5,6,0.8,1,5.36434
5000,5000,5000,8.9,158.77,44000,13.91,0,1,4,5208.83,5208.83,5000,208.83,0,0,0,4414.98,0,9,6,1,1,4.33009
9000,9000,9000,9.67,289.02,35000,16.94,1,0,9,9644.9,9644.9,9000,644.9,0,0,0,7044.24,0,3,5,0.2,0,9.90926
6300,6300,6300,16.24,218.95,50000,23.55,0,0,7,7119.86,7119.86,6300,819.86,0,0,0,4554.95,0,9,4,1,1,5.2548
4500,4500,4500,11.99,149.45,80000,17.33,0,1,10,4631.73,4631.73,4500,131.73,0,0,0,4332.87,0,2,5,0.6,1,2.24175
14000,14000,14000,10.99,458.28,41000,24.02,0,0,12,15042.8,15042.8,14000,1042.78,0,0,0,11376.5,0,0,5,0.4,1,13.4131
15850,15850,15850,19.97,588.81,58500,19.67,0,0,11,3887.06,3887.06,991.07,774.7,0,2121.29,21.2129,588.81,1,3,3,1,1,12.0782
10000,10000,9800,9.67,321.13,39000,19.57,1,0,14,2569.04,2517.66,1979.53,589.51,0,0,0,321.13,1,10,5,0.2,0,9.88092
4500,4500,4500,8.9,142.89,67000,0.8,0,0,3,875.3,875.3,219.54,65.84,0,589.92,5.8992,142.89,1,6,6,1,1,2.55922
18000,18000,18000,14.98,428.03,72000,25.32,1,1,7,19309.5,19309.5,18000,1309.49,0,0,0,17169.3,0,9,4,0.6,0,7.13383
14400,14400,14400,6.03,438.28,105000,2.57,0,2,12,14678.4,14678.4,14400,278.37,0,0,0,13363.5,0,11,6,0.2,1,5.00891
16425,16425,16425,15.61,574.3,40636,32.72,0,3,8,4020.1,4020.1,2625.15,1394.95,0,0,0,574.3,1,2,4,0.8,1,16.9593
14850,14850,14850,14.47,510.94,45000,14.45,0,1,13,15704.8,15704.8,14850,854.83,0,0,0,13661.1,0,9,4,0.4,1,13.6251
16000,16000,16000,15.61,385.79,71000,22.52,2,0,26,1543.05,1543.05,724.56,818.49,0,0,0,385.79,1,2,4,0.8,0,6.52039
24000,24000,24000,14.47,564.31,190000,2.05,0,0,9,25137.4,25137.4,24000,1137.44,0,0,0,23444.7,0,11,4,0.4,1,3.56406
10200,10200,10200,18.25,260.41,75000,20.38,1,1,10,12026.3,12026.3,10200,1826.34,0,0,0,9161.83,0,11,3,0.6,0,4.16656
6000,6000,6000,13.53,203.7,35000,26.99,1,2,7,6605.13,6605.13,6000,605.13,0,0,0,4772.5,0,4,5,1,0,6.984
12000,12000,12000,14.98,285.36,120000,10.76,1,1,11,2282.76,2282.76,1133.01,1149.75,0,0,0,285.36,1,8,4,0.6,0,2.8536
20000,20000,19725,10.99,654.68,62000,17.64,1,0,25,20872.4,20585.4,20000,872.43,0,0,0,101.64,0,9,5,0.4,0,12.6712
12500,12500,12500,9.67,401.41,59000,21.48,1,0,10,13488.5,13488.5,12500,988.52,0,0,0,9474.42,0,11,5,0.2,0,8.16427
23675,23675,23675,23.4,672.87,84000,10.34,0,1,7,29059.9,29059.9,23675,5384.94,0,0,0,21658.7,0,11,2,1,1,9.61243
9250,9250,9250,15.61,323.43,40000,25.74,0,1,12,2586.84,2586.84,1700.38,886.46,0,0,0,323.43,1,3,4,0.8,1,9.7029
6500,6500,6500,13.53,220.68,68000,18.5,0,0,13,6573.28,6573.28,6500,73.28,0,0,0,6574.02,0,10,5,1,1,3.89435
20000,20000,20000,12.85,672.44,116000,13.41,0,1,9,21572.9,21573,20000,1572.95,0,0,0,16865.9,0,2,5,0.8,1,6.95628
10000,10000,10000,19.97,371.49,40000,3.93,0,5,7,11232.5,11232.5,10000,1232.53,0,0,0,8632.1,0,11,3,1,1,11.1447
10625,10625,10625,21.48,402.93,30000,22.97,1,0,14,11536.5,11536.5,10625,911.48,0,0,0,9926.22,0,0,2,0.4,0,16.1172
12000,12000,12000,17.57,301.93,70000,11.76,0,4,10,1811.49,1811.49,785.61,1025.88,0,0,0,301.93,1,8,3,0.4,1,5.17594
24000,24000,24000,7.62,747.88,165000,7.16,0,2,10,25220.2,25220.2,24000,1220.17,0,0,0,18988.5,0,7,6,0.6,1,5.43913
3600,3600,3600,20.5,134.71,103900,17.31,0,0,9,4155.96,4155.96,3600,555.96,0,0,0,2943.83,0,9,2,0.2,1,1.55584
10625,10625,10625,21.48,290.32,50000,28.8,0,1,8,11917.3,11917.3,10625,1292.31,0,0,0,10175.7,0,11,2,0.4,1,6.96768
10000,10000,10000,14.47,344.07,41000,23.57,1,3,10,11080.6,11080.6,10000,1080.58,0,0,0,7983.95,0,4,4,0.4,0,10.0703
12000,12000,11975,13.98,279.1,76432,17.52,0,0,5,1674.14,1670.65,860.29,813.85,0,0,0,279.1,1,8,4,0.2,1,4.38193
13000,13000,13000,14.47,447.29,48000,15.95,0,0,9,13157.7,13157.7,13000,157.74,0,0,0,13158,0,11,4,0.4,1,11.1822
25000,25000,25000,16.24,611.15,55000,32.08,0,0,8,3666.9,3666.9,1693.29,1973.61,0,0,0,611.15,1,7,4,1,1,13.3342
10000,10000,10000,22.4,383.98,45000,2,0,1,9,11692.4,11692.4,10000,1692.4,0,0,0,8236.58,0,3,2,0.6,1,10.2395
15000,15000,15000,9.67,481.69,82600,10.46,0,0,6,15681.2,15681.2,15000,681.17,0,0,0,13272.7,0,4,5,0.2,1,6.99792
4950,4950,4950,20.5,185.23,43572,12.78,0,4,13,5430.85,5430.85,4950,480.85,0,0,0,4504.99,0,2,2,0.2,1,5.10135
12000,12000,12000,7.62,373.94,65000,8.3,0,0,11,12493.3,12493.3,12000,493.27,0,0,0,10249.6,0,11,6,0.6,1,6.90351
28000,28000,28000,8.9,889.09,300000,7.07,0,1,6,28800.2,28800.2,28000,800.2,0,0,0,26132.9,0,2,6,1,1,3.55636
3625,3625,3625,23.7,141.65,82656,16.52,0,2,14,4437.68,4437.68,3625,812.68,0,0,0,2879.81,0,11,1,0.2,1,2.05648
10000,10000,10000,9.67,321.13,45000,22.96,0,1,11,10854.3,10854.3,10000,854.33,0,0,0,7321.9,0,10,5,0.2,1,8.56347
29100,29100,29100,22.9,818.68,70000,21.9,0,0,14,35589,35589,29100,6489.04,0,0,0,26583.8,0,11,2,0.8,1,14.0345
7500,7500,7500,18.25,272.09,58000,6.33,0,0,6,8690.25,8690.25,7500,1190.25,0,0,0,5969.74,0,4,3,0.6,1,5.62945
12000,12000,12000,9.67,385.35,110000,7.41,1,0,6,12372.8,12372.8,12000,372.77,0,0,0,11216.7,0,11,5,0.2,0,4.20382
11400,11400,11400,6.03,346.97,95000,16.26,0,1,9,11721.7,11721.7,11400,321.68,0,0,0,9987.11,0,7,6,0.2,1,4.38278
15000,15000,15000,18.25,544.17,57000,12.53,0,1,13,16091.6,16091.6,15000,1091.61,0,0,0,13915.4,0,11,3,0.6,1,11.4562
14800,14800,14800,14.98,351.94,72000,12.85,0,0,9,15526.4,15526.4,14800,726.39,0,0,0,14470.6,0,7,4,0.6,1,5.86567
14000,14000,14000,11.99,464.94,158256,18.97,0,0,12,14140,14140,14000,139.95,0,0,0,14140.8,0,11,5,0.6,1,3.52548
10000,10000,10000,13.53,339.5,76000,13.86,0,1,9,10537.6,10537.6,10000,537.56,0,0,0,9180.57,0,4,5,1,1,5.36053
10000,10000,10000,11.99,332.1,40000,17.97,0,0,12,10099.9,10099.9,10000,99.92,0,0,0,10099.9,0,3,5,0.6,1,9.963
20000,20000,20000,20.5,748.38,71500,23.98,0,2,14,23805.8,23805.8,20000,3805.8,0,0,0,15573.9,0,11,2,0.2,1,12.5602
5500,5500,5500,14.47,189.24,40000,16.11,0,0,10,6230.24,6230.24,5499.99,730.25,0,0,0,4148.62,0,9,4,0.4,1,5.6772
18250,18250,18250,16.99,453.47,47000,23.8,0,0,9,19687.3,19687.3,18250,1437.31,0,0,0,12420,0,7,3,0.2,1,11.578
15875,15875,15875,21.48,433.77,40000,34.56,0,0,15,3513.26,3513.26,454.18,847.13,0,2211.95,22.1195,433.77,1,11,2,0.4,1,13.0131
24000,24000,24000,8.9,762.08,100000,18.87,0,1,16,25443.3,25443.3,24000,1443.32,0,0,0,19346.7,0,11,6,1,1,9.14496
30000,30000,29850,10.99,982.02,124000,21.57,0,0,23,32172.2,32011.4,30000,2172.24,0,0,0,2762.6,0,11,5,0.4,1,9.50342
8000,8000,8000,16.24,282.21,67000,3.64,0,0,7,8798.39,8798.39,8000,798.39,0,0,0,6822.97,0,10,4,1,1,5.05451
20000,20000,20000,10.99,654.68,118450,5.89,0,1,5,4581.33,4581.33,3391.64,1189.69,0,0,0,654.68,1,3,5,0.4,1,6.63247
21000,21000,21000,13.98,488.42,149000,8.43,0,6,16,22651.7,22651.7,21000,1651.74,0,0,0,19721.2,0,6,4,0.2,1,3.93358
12000,12000,12000,16.99,298.17,51000,26.89,0,1,5,2683.23,2683.23,1221.89,1461.34,0,0,0,298.17,1,11,3,0.2,1,7.01576
1800,1800,1800,15.61,62.94,75000,9.58,0,5,8,2031.59,2031.59,1799.97,231.62,0,0,0,1402.23,0,4,4,0.8,1,1.00704
8000,8000,8000,16.24,282.21,25000,21.7,0,2,9,1900.44,1900.44,528.7,317.56,0,1054.18,10.5418,282.21,1,7,4,1,1,13.5461
8000,8000,8000,9.67,256.9,85000,6.48,0,0,6,8418.19,8418.19,8000,418.19,0,0,0,6877.08,0,8,5,0.2,1,3.62682
15000,15000,15000,13.53,509.25,85000,19.34,0,0,12,15495.8,15495.8,15000,495.83,0,0,0,14477.3,0,9,5,1,1,7.18941
5825,5825,5825,23.4,226.71,35000,3.88,0,0,3,6370.36,6370.36,5825,545.36,0,0,0,5463.68,0,2,2,1,1,7.77291
20000,20000,20000,18.25,510.6,80000,17.24,0,1,8,4330.19,4330.19,628.61,912.81,0,2788.77,27.8877,10,1,11,3,0.6,1,7.659
15000,15000,15000,8.9,476.3,50000,9.81,0,0,4,2380.28,2380.28,1851.59,528.69,0,0,0,476.3,1,6,6,1,1,11.4312
30000,30000,30000,21.48,819.73,222000,2.91,0,0,12,34643,34643,30000,4642.99,0,0,0,28085.2,0,5,2,0.4,1,4.43097
20675,20675,20675,17.57,743,50128,12.69,0,0,7,5200.48,5200.48,3220.41,1980.07,0,0,0,743,1,3,3,0.4,1,17.7865
2575,2575,2575,13.98,87.99,42000,25.97,0,0,8,2770.46,2770.46,2575,195.46,0,0,0,2242.71,0,11,4,0.2,1,2.514
33950,33950,33950,14.98,807.32,67900,22.52,0,0,13,34373.8,34373.8,33950,423.81,0,0,0,34373.8,0,2,4,0.6,1,14.2678
35000,35000,34900,10.99,1145.69,136000,18.26,0,0,18,36235.6,36132.1,35000,1235.64,0,0,0,32801.8,0,11,5,0.4,1,10.109
16000,16000,16000,13.53,543.2,52000,16.94,2,0,11,17956.7,17956.7,16000,1956.74,0,0,0,11982.4,0,1,5,1,0,12.5354
8400,8400,8400,9.67,269.75,88000,13,0,2,22,8660.85,8660.85,8400,260.85,0,0,0,7851.96,0,11,5,0.2,1,3.67841
5000,5000,5000,18.25,181.39,24000,29.2,0,0,4,362.78,362.78,212.3,150.48,0,0,0,181.39,1,2,3,0.6,1,9.0695
9500,9500,9500,8.9,301.66,97000,7.13,0,0,6,10265.4,10265.4,9500,765.44,0,0,0,6947.18,0,11,6,1,1,3.73188
6500,6500,6500,7.9,203.39,90000,8.36,0,0,6,6777.02,6777.02,6500,277.02,0,0,0,5557.01,0,5,6,0.8,1,2.71187
20000,20000,20000,24.08,785.5,140000,10.95,0,3,8,23964,23964,20000,3964,0,0,0,16109.2,0,11,1,0.4,1,6.73286
20000,20000,20000,14.47,470.26,60000,14.52,0,2,7,22283.3,22283.3,20000,2283.27,0,0,0,18050.9,0,1,4,0.4,1,9.4052
25000,25000,24950,18.25,638.25,100000,15.76,2,0,13,29487.2,29428.2,25000,4487.19,0,0,0,22466.6,0,3,3,0.6,0,7.659
14125,14125,14125,14.47,485.99,36000,29.2,0,0,9,3887.9,3887.9,2634.5,1253.4,0,0,0,485.99,1,6,4,0.4,1,16.1997
14400,14400,14400,14.47,338.59,74000,12.26,0,1,11,14914.4,14914.4,14400,514.41,0,0,0,14238.2,0,11,4,0.4,1,5.49065
15000,15000,15000,15.61,361.67,74000,15.97,1,3,21,3704.34,3704.34,571.98,1150.88,0,1981.48,19.8148,1000,1,11,4,0.8,0,5.86492
16000,16000,16000,15.61,559.44,60000,12.44,0,0,11,17047.8,17047.8,16000,1047.82,0,0,0,9251.43,0,7,4,0.8,1,11.1888
23500,23500,23450,17.57,591.27,65000,10.56,1,0,7,24184.5,24133.1,23500,684.54,0,0,0,23593.3,0,8,3,0.4,0,10.9158
10000,10000,10000,17.57,359.38,45000,14.32,0,1,10,10700.4,10700.4,10000,700.39,0,0,0,9263,0,11,3,0.4,1,9.58347
12000,12000,12000,18.25,306.36,67000,10.89,0,1,6,1531.55,1531.55,638.32,893.23,0,0,0,306.36,1,3,3,0.6,1,5.48704
22000,22000,22000,18.25,561.66,88000,10.96,0,1,6,23318.5,23318.5,22000,1318.48,0,0,0,71.83,0,7,3,0.6,1,7.659
27300,27300,27300,14.98,946.1,65000,26.27,0,2,9,27641.6,27641.6,27300,341.59,0,0,0,27641.8,0,11,4,0.6,1,17.4665
24000,24000,24000,7.9,750.97,153000,18.9,0,1,17,24608.3,24608.3,24000,608.28,0,0,0,22356.3,0,4,6,0.8,1,5.88996
10000,10000,10000,10.99,327.34,51000,7.47,0,0,8,10929.8,10929.8,10000,929.82,0,0,0,7656.42,0,11,5,0.4,1,7.70212
8250,8250,8250,22.4,316.79,35000,15.74,0,1,24,9521.58,9521.58,8250,1271.58,0,0,0,6987.51,0,2,2,0.6,1,10.8614
16950,16950,16950,26.06,508.1,62000,11.23,0,1,7,21292.9,21292.9,16950,4342.92,0,0,0,15703.8,0,6,0,1,1,9.83419
10000,10000,10000,11.99,332.1,60000,17.56,2,0,8,11131.5,11131.5,10000,1131.54,0,0,0,7146.34,0,0,5,0.6,0,6.642
3000,3000,3000,14.98,103.97,160000,17.34,0,2,16,3037.45,3037.45,3000,37.45,0,0,0,3037.45,0,5,4,0.6,1,0.779775
16800,16800,16800,7.9,525.68,230000,10.09,0,1,15,17913.6,17913.6,16800,1113.56,0,0,0,12657.3,0,5,6,0.8,1,2.74268
4800,4800,4800,19.97,178.32,56000,13.2,0,2,14,5521.58,5521.58,4800,721.58,0,0,0,3917,0,3,3,1,1,3.82114
10000,10000,10000,13.53,339.5,41000,12.27,0,1,17,10435.5,10435.5,10000,435.55,0,0,0,9417.05,0,11,5,1,1,9.93659
35000,35000,35000,22.4,974.64,90000,18.33,0,1,11,42270.8,42270.8,35000,7270.75,0,0,0,32524.3,0,11,2,0.6,1,12.9952
30750,30750,30750,21.48,1166.11,156000,13.37,0,2,11,33883.2,33883.2,30750,3133.24,0,0,0,28052.7,0,11,2,0.4,1,8.97008
5550,5550,5550,11.99,184.32,50000,14.43,0,3,7,5863.13,5863.13,5550,313.13,0,0,0,4941.58,0,1,5,0.6,1,4.42368
15000,15000,15000,16.24,529.14,60000,11.95,0,0,6,16150.5,16150.5,15000,1150.53,0,0,0,13505,0,3,4,1,1,10.5828
5000,5000,5000,13.98,170.84,16750,31.25,0,0,5,5596.04,5596.04,5000,596.04,0,0,0,3887.82,0,0,4,0.2,1,12.2393
3600,3600,3600,12.85,121.04,36000,4.07,0,1,6,3914.33,3914.33,3600,314.33,0,0,0,2946.04,0,3,5,0.8,1,4.03467
13200,13200,13200,17.57,332.12,100000,20.92,0,3,20,13393.4,13393.4,13200,193.36,0,0,0,13393.9,0,11,3,0.4,1,3.98544
12700,12700,12700,25.57,508.79,40000,18.51,0,1,11,4071.52,4071.52,983.38,1399.33,0,1688.81,16.8881,347.99,1,6,1,1,1,15.2637
8000,8000,8000,19.97,297.19,26250,5.85,0,2,7,1144.13,1144.13,0,0,0,1144.13,11.4413,0,1,7,3,1,1,13.5858
24000,24000,24000,25.8,715.74,125000,11.62,0,1,10,27029.2,27029.2,24000,3029.18,0,0,0,23451.2,0,3,0,0.2,1,6.8711
6000,6000,6000,22.9,231.95,44000,19.78,0,1,9,6652.39,6652.39,6000,652.39,0,0,0,5492.89,0,11,2,0.8,1,6.32591
10000,10000,10000,11.99,332.1,45000,19.28,2,1,5,10891.9,10891.9,10000,891.93,0,0,0,7903.06,0,1,5,0.6,0,8.856
17325,17325,17325,25.83,516.98,50000,33.86,1,3,30,3101.88,3101.88,912.23,2189.65,0,0,0,516.98,1,2,0,0.4,0,12.4075
12000,12000,11950,13.53,276.31,75000,15.3,0,0,13,13036.7,12982.4,12000,1036.67,0,0,0,11102.9,0,11,5,1,1,4.42096
10000,10000,10000,11.99,332.1,115000,27.16,6,1,12,10967.5,10967.5,9999.96,967.57,0,0,0,7646.59,0,11,5,0.6,0,3.46539
6000,6000,6000,12.85,201.74,55000,5.17,0,0,6,6574.32,6574.32,6000,574.32,0,0,0,4758.66,0,8,5,0.8,1,4.4016
10000,10000,10000,10.99,217.38,42000,29.89,0,2,11,10485.7,10485.7,10000,485.68,0,0,0,6899.54,0,10,5,0.4,1,6.21086
10000,10000,10000,10.99,327.34,40000,14.82,0,2,12,10670.8,10670.8,10000,670.77,0,0,0,8380.54,0,11,5,0.4,1,9.8202
10000,10000,9950,13.98,341.68,73500,18.74,1,0,12,10444.1,10391.9,10000,444.13,0,0,0,9169.54,0,6,4,0.2,0,5.57845
5000,5000,5000,13.98,170.84,45000,6.8,1,2,9,5577.41,5577.41,5000,577.41,0,0,0,3869.25,0,10,4,0.2,0,4.55573
6000,6000,6000,11.99,199.26,43000,15.34,0,1,7,6488.26,6488.26,6000,488.26,0,0,0,4894.18,0,11,5,0.6,1,5.56074
7750,7750,7750,18.25,281.16,43000,14.32,0,1,7,8718.04,8718.04,7750,968.04,0,0,0,6468.98,0,2,3,0.6,1,7.84633
8000,8000,8000,14.47,275.26,67000,20.04,0,2,15,9030.05,9030.05,7999.98,1030.07,0,0,0,6002.22,0,9,4,0.4,1,4.93003
30000,30000,30000,20.5,803.19,150000,20.27,0,0,9,4819.14,4819.14,1503.97,3315.17,0,0,0,803.19,1,1,2,0.2,1,6.42552
14000,14000,14000,9.67,449.58,98593,9.64,0,1,6,15195.2,15195.2,14000,1195.23,0,0,0,10215.5,0,11,5,0.2,1,5.47195
2000,2000,2000,22.4,76.8,49000,21.28,0,0,6,384,384,204.84,179.16,0,0,0,76.8,1,11,2,0.6,1,1.88082
4800,4800,4750,19.22,176.49,74000,24.51,1,0,13,5611.23,5552.78,4800,811.23,0,0,0,3670.33,0,11,3,0.8,0,2.862
20000,20000,20000,18.25,510.6,66000,13.86,0,3,16,1021.2,1021.2,416.01,605.19,0,0,0,510.6,1,2,3,0.6,1,9.28364
20400,20400,20400,14.98,485.11,65000,12.06,0,1,11,21155.3,21155.3,20400,755.32,0,0,0,20185.1,0,6,4,0.6,1,8.95588
20000,20000,19950,11.99,664.2,98000,17.73,0,0,16,20771.3,20719.4,20000,771.28,0,0,0,18778.8,0,11,5,0.6,1,8.13306
20500,20500,20500,13.98,700.45,53000,18.95,0,1,37,22645.4,22645.4,20500,2145.4,0,0,0,642.54,0,11,4,0.2,1,15.8592
20000,20000,20000,14.47,470.26,90200,22.13,1,0,19,22068.2,22068.2,20000,2068.2,0,0,0,18306.1,0,2,4,0.4,0,6.25623
10000,10000,10000,10.99,327.34,30000,7.56,0,0,6,2617.95,2617.95,1947.07,670.88,0,0,0,327.34,1,0,5,0.4,1,13.0936
21850,21850,21850,14.47,751.78,70000,22.72,0,2,19,24003.2,24003.2,21850,2153.22,0,0,0,17989,0,11,4,0.4,1,12.8877
11875,11875,11875,20.5,444.35,65300,32.35,1,3,17,2110.75,2110.75,241.38,202.78,0,1666.59,16.6659,444.35,1,11,2,0.2,0,8.1657
15000,15000,15000,16.99,372.71,140000,16.82,0,0,9,17248.9,17248.9,15000,2248.87,0,0,0,13522.2,0,11,3,0.2,1,3.19466
10000,10000,10000,7.9,312.91,71758,18.44,1,0,9,10533,10533,10000,533.03,0,0,0,8029.75,0,11,6,0.8,0,5.23275
13225,13225,13225,24.99,388.1,38000,25.24,0,2,15,14312.4,14312.4,13225,1087.37,0,0,0,13148.1,0,11,1,0.8,1,12.2558
20000,20000,20000,7.62,623.23,76000,9.21,0,1,7,21369.9,21369.9,20000,1369.89,0,0,0,14515.6,0,11,6,0.6,1,9.84047
24000,24000,24000,24.5,697.42,224000,5.41,7,3,15,4181.99,4181.99,1309.05,2872.94,0,0,0,697.42,1,11,1,0.6,0,3.73618
3200,3200,3200,10.99,104.75,75000,12.91,0,0,8,3365.23,3365.23,3200,165.23,0,0,0,2841.9,0,11,5,0.4,1,1.676
11975,11975,11975,11.99,397.69,45000,17.76,0,1,16,12964.6,12964.6,11975,989.59,0,0,0,5390,0,2,5,0.6,1,10.6051
17000,17000,16975,13.98,580.86,70000,9.82,2,1,9,18617,18589.6,17000,1616.95,0,0,0,13971.6,0,11,4,0.2,0,9.9576
20000,20000,19950,10.99,654.68,144000,6.47,0,0,7,21631.9,21577.8,20000,1631.89,0,0,0,15742,0,10,5,0.4,1,5.45567
19000,19000,19000,7.9,594.52,147000,9.34,0,0,14,19809.8,19809.8,19000,809.82,0,0,0,16243.4,0,6,6,0.8,1,4.85322
15000,15000,15000,11.99,498.15,50000,10.68,0,3,4,15714.2,15714.2,15000,714.23,0,0,0,13721.6,0,6,5,0.6,1,11.9556
12000,12000,12000,14.47,412.88,60000,16.74,0,4,15,12690.8,12690.8,12000,690.77,0,0,0,11039.2,0,0,4,0.4,1,8.2576
35000,35000,35000,13.98,1195.88,117500,9.63,0,0,17,37306.6,37306.6,35000,2306.62,0,0,0,31327.2,0,1,4,0.2,1,12.2132
10000,10000,10000,9.67,321.13,60000,4.28,0,1,6,10716.6,10716.6,10000,716.57,0,0,0,7826.93,0,0,5,0.2,1,6.4226
15000,15000,15000,7.62,467.43,44050,9.89,0,0,10,2804.58,2804.58,2268.83,535.75,0,0,0,467.43,1,5,6,0.6,1,12.7336
4800,4800,4800,13.53,162.96,120000,9.86,2,1,11,5325.49,5325.49,4800,525.49,0,0,0,3695.89,0,10,5,1,0,1.6296
20000,20000,20000,15.61,482.23,142000,18.39,0,0,18,22234.2,22234.2,20000,2234.24,0,0,0,18376.5,0,11,4,0.8,1,4.07518
5400,5400,5400,8.9,171.47,40000,29.55,0,2,13,5590.34,5590.34,5400,190.34,0,0,0,4904.86,0,3,6,1,1,5.1441
12000,12000,12000,7.9,375.49,33000,9.38,0,0,7,12759.5,12759.5,12000,759.5,0,0,0,9004.6,0,11,6,0.8,1,13.6542
12000,12000,11950,15.61,289.34,42000,10.71,0,0,4,12156.2,12105.6,12000,156.22,0,0,0,12156.3,0,8,4,0.8,1,8.26686
35000,35000,34900,11.99,1162.34,240000,15.4,0,3,9,37565.8,37458.4,35000,2565.78,0,0,0,10.2,0,1,5,0.6,1,5.8117
10000,10000,10000,7.9,312.91,40000,28.71,0,1,14,2503.28,2503.28,2022.76,480.52,0,0,0,312.91,1,11,6,0.8,1,9.3873
7100,7100,7100,13.98,242.6,32500,30.69,1,0,7,7629.15,7629.15,7100,529.15,0,0,0,5840.37,0,1,4,0.2,0,8.95754
3200,3200,3200,23.7,125.05,45000,2.61,0,0,3,3503.46,3503.46,3200,303.46,0,0,0,3003.42,0,11,1,0.2,1,3.33467
35000,35000,34950,19.22,912.17,100000,2.04,0,0,10,40874.2,40815.8,35000,5874.23,0,0,0,32.9,0,8,3,0.8,1,10.946
12000,12000,12000,23.4,341.05,92000,16.78,0,1,7,682.1,682.1,216.19,465.91,0,0,0,341.05,1,6,2,1,1,4.44848
15000,15000,15000,15.61,361.67,85000,22.18,0,1,10,16319.4,16319.4,15000,1319.36,0,0,0,14149.4,0,6,4,0.8,1,5.10593
